spider_dt,auctionEnd_d,name,category,condition,price,est_price,bids,views,state,photoUrl,link
12.01.2022 00:29:15,06-01-2022, Katalog 47 aukcji WCN,literatura numizmatyczna,I,32,40,2,54,zakończona,https://eauctions/220106/details/175512/literatura-numizmatyczna-Katalog-47-aukcji-WCN-4112011,https://wcn.pl/eauctions/220106/details/175512/literatura-numizmatyczna-Katalog-47-aukcji-WCN-4112011
12.01.2022 00:29:15,06-01-2022, Katalog aukcyjny jubileuszowej 50. aukcji WCN: Borys Paszkiewicz – Podobna..,literatura numizmatyczna,I,70,100,3,56,zakończona,https://eauctions/220106/details/175513/literatura-numizmatyczna-Katalog-aukcyjny-jubileuszowej-50-aukcji-WCN-Borys-Paszkiewicz-Podobna,https://wcn.pl/eauctions/220106/details/175513/literatura-numizmatyczna-Katalog-aukcyjny-jubileuszowej-50-aukcji-WCN-Borys-Paszkiewicz-Podobna
12.01.2022 00:29:15,06-01-2022, Katalog aukcyjny 65. aukcji WCN: Witold Garbaczewski – Piękno monety polsk..,literatura numizmatyczna,I,75,100,3,54,zakończona,https://eauctions/220106/details/175514/literatura-numizmatyczna-Katalog-aukcyjny-65-aukcji-WCN-Witold-Garbaczewski-Piekno-monety-polsk,https://wcn.pl/eauctions/220106/details/175514/literatura-numizmatyczna-Katalog-aukcyjny-65-aukcji-WCN-Witold-Garbaczewski-Piekno-monety-polsk
12.01.2022 00:29:15,06-01-2022, Stronczyński Kazimierz – Pieniądze Piastów od czasów najdawniejszych do ro..,wydawnictwa polskie,I-,260,70,9,339,zakończona,https://eauctions/220106/details/175515/wydawnictwa-polskie-Stronczynski-Kazimierz-Pieniadze-Piastow-od-czasow-najdawniejszych-do-ro,https://wcn.pl/eauctions/220106/details/175515/wydawnictwa-polskie-Stronczynski-Kazimierz-Pieniadze-Piastow-od-czasow-najdawniejszych-do-ro
12.01.2022 00:29:15,14-10-2021, Katalog aukcyjny jubileuszowej 50. aukcji WCN: Borys Paszkiewicz – Podobna..,literatura numizmatyczna,I,85,100,3,95,zakończona,https://eauctions/211014/details/170046/literatura-numizmatyczna-Katalog-aukcyjny-jubileuszowej-50-aukcji-WCN-Borys-Paszkiewicz-Podobna,https://wcn.pl/eauctions/211014/details/170046/literatura-numizmatyczna-Katalog-aukcyjny-jubileuszowej-50-aukcji-WCN-Borys-Paszkiewicz-Podobna
12.01.2022 00:29:15,06-01-2022, zestaw 2 tytułów,wydawnictwa polskie,I/I-,185,120,7,243,zakończona,https://eauctions/220106/details/175516/wydawnictwa-polskie-zestaw-2-tytulow,https://wcn.pl/eauctions/220106/details/175516/wydawnictwa-polskie-zestaw-2-tytulow
12.01.2022 00:29:15,14-10-2021, Iger Tadeusz – Katalog Trojaków Polskich,wydawnictwa polskie,I,600,300,11,325,zakończona,https://eauctions/211014/details/170047/wydawnictwa-polskie-Iger-Tadeusz-Katalog-Trojakow-Polskich-Warszawa-2008-ISBN-9788392333241,https://wcn.pl/eauctions/211014/details/170047/wydawnictwa-polskie-Iger-Tadeusz-Katalog-Trojakow-Polskich-Warszawa-2008-ISBN-9788392333241
12.01.2022 00:29:15,07-10-2021, klaser na banknoty po kolekcji Lucow,akcesoria numizmatyczne,I/I-,330,150,6,211,zakończona,https://eauctions/211007/details/169725/akcesoria-numizmatyczne-klaser-na-banknoty-po-kolekcji-Lucow,https://wcn.pl/eauctions/211007/details/169725/akcesoria-numizmatyczne-klaser-na-banknoty-po-kolekcji-Lucow
12.01.2022 00:29:15,16-09-2021, Katalog aukcyjny jubileuszowej 50. aukcji WCN: Borys Paszkiewicz – Podobna..,literatura numizmatyczna,I,75,100,3,106,zakończona,https://eauctions/210916/details/168568/literatura-numizmatyczna-Katalog-aukcyjny-jubileuszowej-50-aukcji-WCN-Borys-Paszkiewicz-Podobna,https://wcn.pl/eauctions/210916/details/168568/literatura-numizmatyczna-Katalog-aukcyjny-jubileuszowej-50-aukcji-WCN-Borys-Paszkiewicz-Podobna
12.01.2022 00:29:15,06-01-2022, Kurpiewski Janusz – Katalog monet polskich 1506-1573 (Zygmunt I Stary,wydawnictwa polskie,I,60,40,5,70,zakończona,https://eauctions/220106/details/175517/wydawnictwa-polskie-Kurpiewski-Janusz-Katalog-monet-polskich-1506-1573-Zygmunt-I-Stary-Zyg,https://wcn.pl/eauctions/220106/details/175517/wydawnictwa-polskie-Kurpiewski-Janusz-Katalog-monet-polskich-1506-1573-Zygmunt-I-Stary-Zyg
12.01.2022 00:29:15,30-09-2021, Katalog aukcyjny jubileuszowej 50. aukcji WCN: Borys Paszkiewicz – Podobna..,literatura numizmatyczna,I,85,100,3,123,zakończona,https://eauctions/210930/details/169307/literatura-numizmatyczna-Katalog-aukcyjny-jubileuszowej-50-aukcji-WCN-Borys-Paszkiewicz-Podobna,https://wcn.pl/eauctions/210930/details/169307/literatura-numizmatyczna-Katalog-aukcyjny-jubileuszowej-50-aukcji-WCN-Borys-Paszkiewicz-Podobna
12.01.2022 00:29:15,23-09-2021, klaser na banknoty po kolekcji Lucow,akcesoria numizmatyczne,I/I-,220,150,7,208,zakończona,https://eauctions/210923/details/168885/akcesoria-numizmatyczne-klaser-na-banknoty-po-kolekcji-Lucow,https://wcn.pl/eauctions/210923/details/168885/akcesoria-numizmatyczne-klaser-na-banknoty-po-kolekcji-Lucow
12.01.2022 00:29:15,09-09-2021, klaser na banknoty po kolekcji Lucow,akcesoria numizmatyczne,I/I-,135,100,4,154,zakończona,https://eauctions/210909/details/168044/akcesoria-numizmatyczne-klaser-na-banknoty-po-kolekcji-Lucow,https://wcn.pl/eauctions/210909/details/168044/akcesoria-numizmatyczne-klaser-na-banknoty-po-kolekcji-Lucow
12.01.2022 00:29:15,14-10-2021, zestaw 2 cenników,wydawnictwa polskie,I,24,40,1,88,zakończona,https://eauctions/211014/details/170048/wydawnictwa-polskie-zestaw-2-cennikow,https://wcn.pl/eauctions/211014/details/170048/wydawnictwa-polskie-zestaw-2-cennikow
12.01.2022 00:29:15,07-10-2021, klaser na banknoty po kolekcji Lucow,akcesoria numizmatyczne,I/I-,300,150,7,178,zakończona,https://eauctions/211007/details/169726/akcesoria-numizmatyczne-klaser-na-banknoty-po-kolekcji-Lucow,https://wcn.pl/eauctions/211007/details/169726/akcesoria-numizmatyczne-klaser-na-banknoty-po-kolekcji-Lucow
12.01.2022 00:29:15,21-10-2021, tabela rozliczenia handlu tabaką w roku 1775,Polska,I-,38,20,7,337,zakończona,https://eauctions/211021/details/170320/Polska-tabela-rozliczenia-handlu-tabaka-w-roku-1775,https://wcn.pl/eauctions/211021/details/170320/Polska-tabela-rozliczenia-handlu-tabaka-w-roku-1775
12.01.2022 00:29:15,16-09-2021, Szwagrzyk Józef Andrzej – Pieniądz na ziemiach polskich,wydawnictwa polskie,I/I-,90,75,4,127,zakończona,https://eauctions/210916/details/168569/wydawnictwa-polskie-Szwagrzyk-Jozef-Andrzej-Pieniadz-na-ziemiach-polskich-Wydawnictwo-Ossol,https://wcn.pl/eauctions/210916/details/168569/wydawnictwa-polskie-Szwagrzyk-Jozef-Andrzej-Pieniadz-na-ziemiach-polskich-Wydawnictwo-Ossol
12.01.2022 00:29:15,06-01-2022, Dutkowski Jarosław – Złoto czasów dynastii Wazów (The Gold of the Wasa dyn..,wydawnictwa polskie,I/I-,195,200,8,102,zakończona,https://eauctions/220106/details/175518/wydawnictwa-polskie-Dutkowski-Jaroslaw-Zloto-czasow-dynastii-Wazow-The-Gold-of-the-Wasa-dyn,https://wcn.pl/eauctions/220106/details/175518/wydawnictwa-polskie-Dutkowski-Jaroslaw-Zloto-czasow-dynastii-Wazow-The-Gold-of-the-Wasa-dyn
12.01.2022 00:29:15,30-09-2021, Kałkowski Tadeusz – Tysiąc Lat Monety Polskiej,wydawnictwa polskie,I-/II+,105,80,5,117,zakończona,https://eauctions/210930/details/169308/wydawnictwa-polskie-Kalkowski-Tadeusz-Tysiac-Lat-Monety-Polskiej,https://wcn.pl/eauctions/210930/details/169308/wydawnictwa-polskie-Kalkowski-Tadeusz-Tysiac-Lat-Monety-Polskiej
12.01.2022 00:29:15,23-09-2021, klaser na banknoty po kolekcji Lucow,akcesoria numizmatyczne,I/I-,260,100,8,209,zakończona,https://eauctions/210923/details/168886/akcesoria-numizmatyczne-klaser-na-banknoty-po-kolekcji-Lucow,https://wcn.pl/eauctions/210923/details/168886/akcesoria-numizmatyczne-klaser-na-banknoty-po-kolekcji-Lucow
12.01.2022 00:29:15,09-09-2021, klaser na banknoty po kolekcji Lucow,akcesoria numizmatyczne,I/I-,220,150,5,127,zakończona,https://eauctions/210909/details/168045/akcesoria-numizmatyczne-klaser-na-banknoty-po-kolekcji-Lucow,https://wcn.pl/eauctions/210909/details/168045/akcesoria-numizmatyczne-klaser-na-banknoty-po-kolekcji-Lucow
12.01.2022 00:29:15,28-10-2021, Katalog 47 aukcji WCN,literatura numizmatyczna,I,0,24,0,74,zakończona,https://eauctions/211028/details/149988/literatura-numizmatyczna-Katalog-47-aukcji-WCN-4112011,https://wcn.pl/eauctions/211028/details/149988/literatura-numizmatyczna-Katalog-47-aukcji-WCN-4112011
12.01.2022 00:29:15,14-10-2021, Sarosiek Jacek – Money of the Lodz Ghetto 1940–1944,wydawnictwa polskie,I,320,200,7,213,zakończona,https://eauctions/211014/details/170049/wydawnictwa-polskie-Sarosiek-Jacek-Money-of-the-Lodz-Ghetto-19401944-Bialystok-2017-ISBN-,https://wcn.pl/eauctions/211014/details/170049/wydawnictwa-polskie-Sarosiek-Jacek-Money-of-the-Lodz-Ghetto-19401944-Bialystok-2017-ISBN-
12.01.2022 00:29:15,04-11-2021, Odpis aktu poświadczającego tożsamość (?),Polska,III/IV,50,25,5,276,zakończona,https://eauctions/211104/details/171228/Polska-Odpis-aktu-poswiadczajacego-tozsamosc-1825,https://wcn.pl/eauctions/211104/details/171228/Polska-Odpis-aktu-poswiadczajacego-tozsamosc-1825
12.01.2022 00:29:15,07-10-2021, 1 akcja na 25 złotych,Polska,II,46,30,7,133,zakończona,https://eauctions/211007/details/169727/Polska-1-akcja-na-25-zlotych-1919,https://wcn.pl/eauctions/211007/details/169727/Polska-1-akcja-na-25-zlotych-1919
12.01.2022 00:29:15,11-11-2021, Katalog 47 aukcji WCN,literatura numizmatyczna,I,24,40,1,69,zakończona,https://eauctions/211111/details/146181/literatura-numizmatyczna-Katalog-47-aukcji-WCN-4112011,https://wcn.pl/eauctions/211111/details/146181/literatura-numizmatyczna-Katalog-47-aukcji-WCN-4112011
12.01.2022 00:29:15,21-10-2021, akcja na 500 złotych,Polska,II,55,25,8,132,zakończona,https://eauctions/211021/details/170321/Polska-akcja-na-500-zlotych-10121927,https://wcn.pl/eauctions/211021/details/170321/Polska-akcja-na-500-zlotych-10121927
12.01.2022 00:29:15,16-09-2021, zestaw 2 cenników,wydawnictwa polskie,I,40,40,3,96,zakończona,https://eauctions/210916/details/168570/wydawnictwa-polskie-zestaw-2-cennikow,https://wcn.pl/eauctions/210916/details/168570/wydawnictwa-polskie-zestaw-2-cennikow
12.01.2022 00:29:15,06-01-2022, Paszkiewicz Borys – Monety zastępcze Śląska,wydawnictwa polskie,I/I-,22,20,3,45,zakończona,https://eauctions/220106/details/172655/wydawnictwa-polskie-Paszkiewicz-Borys-Monety-zastepcze-Slaska-Klodzka-i-Luzyc-18001960-ka,https://wcn.pl/eauctions/220106/details/172655/wydawnictwa-polskie-Paszkiewicz-Borys-Monety-zastepcze-Slaska-Klodzka-i-Luzyc-18001960-ka
12.01.2022 00:29:15,18-11-2021, 1/2 marki,Polska,I,300,200,14,252,zakończona,https://eauctions/211118/details/172166/Polska-12-marki-4041918,https://wcn.pl/eauctions/211118/details/172166/Polska-12-marki-4041918
12.01.2022 00:29:15,30-09-2021, zestaw 2 cenników,wydawnictwa polskie,I,26,40,2,67,zakończona,https://eauctions/210930/details/169309/wydawnictwa-polskie-zestaw-2-cennikow,https://wcn.pl/eauctions/210930/details/169309/wydawnictwa-polskie-zestaw-2-cennikow
12.01.2022 00:29:16,23-09-2021, 4 % list zastawny na 1.000 reichsmark,Polska,I/I-,50,60,4,117,zakończona,https://eauctions/210923/details/168887/Polska-4-list-zastawny-na-1000-reichsmark-25011941,https://wcn.pl/eauctions/210923/details/168887/Polska-4-list-zastawny-na-1000-reichsmark-25011941
12.01.2022 00:29:16,09-09-2021, Pożyczka Ogólna Narodowa Polska 5% na kwotę 100 złotych polskich,XIX wiek,III,1900,1500,7,352,zakończona,https://eauctions/210909/details/168046/XIX-wiek-Pozyczka-Ogolna-Narodowa-Polska-5-na-kwote-100-zlotych-polskich-10101863,https://wcn.pl/eauctions/210909/details/168046/XIX-wiek-Pozyczka-Ogolna-Narodowa-Polska-5-na-kwote-100-zlotych-polskich-10101863
12.01.2022 00:29:16,28-10-2021, Katalog aukcyjny jubileuszowej 50. aukcji WCN: Borys Paszkiewicz – Podobna..,literatura numizmatyczna,I,70,100,3,79,zakończona,https://eauctions/211028/details/170732/literatura-numizmatyczna-Katalog-aukcyjny-jubileuszowej-50-aukcji-WCN-Borys-Paszkiewicz-Podobna,https://wcn.pl/eauctions/211028/details/170732/literatura-numizmatyczna-Katalog-aukcyjny-jubileuszowej-50-aukcji-WCN-Borys-Paszkiewicz-Podobna
12.01.2022 00:29:16,02-12-2021, Miłczak Czesław – Catalogue of Polish banknotes 1916–1994,wydawnictwa polskie,I,135,40,6,160,zakończona,https://eauctions/211202/details/173041/wydawnictwa-polskie-Milczak-Czeslaw-Catalogue-of-Polish-banknotes-19161994-Warsaw-2000-IS,https://wcn.pl/eauctions/211202/details/173041/wydawnictwa-polskie-Milczak-Czeslaw-Catalogue-of-Polish-banknotes-19161994-Warsaw-2000-IS
12.01.2022 00:29:16,14-10-2021, Draskovic Frank,wydawnictwa zagraniczne,III+,70,40,4,131,zakończona,https://eauctions/211014/details/170050/wydawnictwa-zagraniczne-Draskovic-Frank-Rubenfeld-Stuart-Standard-Price-Guide-World-Crowns-Ta,https://wcn.pl/eauctions/211014/details/170050/wydawnictwa-zagraniczne-Draskovic-Frank-Rubenfeld-Stuart-Standard-Price-Guide-World-Crowns-Ta
12.01.2022 00:29:16,23-12-2021, Katalog aukcyjny jubileuszowej 50. aukcji WCN: Borys Paszkiewicz – Podobna..,literatura numizmatyczna,I,80,100,3,66,zakończona,https://eauctions/211223/details/174624/literatura-numizmatyczna-Katalog-aukcyjny-jubileuszowej-50-aukcji-WCN-Borys-Paszkiewicz-Podobna,https://wcn.pl/eauctions/211223/details/174624/literatura-numizmatyczna-Katalog-aukcyjny-jubileuszowej-50-aukcji-WCN-Borys-Paszkiewicz-Podobna
12.01.2022 00:29:16,09-12-2021, Katalog aukcyjny jubileuszowej 50. aukcji WCN: Borys Paszkiewicz – Podobna..,literatura numizmatyczna,I,80,100,3,74,zakończona,https://eauctions/211209/details/173644/literatura-numizmatyczna-Katalog-aukcyjny-jubileuszowej-50-aukcji-WCN-Borys-Paszkiewicz-Podobna,https://wcn.pl/eauctions/211209/details/173644/literatura-numizmatyczna-Katalog-aukcyjny-jubileuszowej-50-aukcji-WCN-Borys-Paszkiewicz-Podobna
12.01.2022 00:29:16,25-11-2021, Katalog aukcyjny jubileuszowej 50. aukcji WCN: Borys Paszkiewicz – Podobna..,literatura numizmatyczna,I,80,100,3,85,zakończona,https://eauctions/211125/details/172649/literatura-numizmatyczna-Katalog-aukcyjny-jubileuszowej-50-aukcji-WCN-Borys-Paszkiewicz-Podobna,https://wcn.pl/eauctions/211125/details/172649/literatura-numizmatyczna-Katalog-aukcyjny-jubileuszowej-50-aukcji-WCN-Borys-Paszkiewicz-Podobna
12.01.2022 00:29:16,16-12-2021, Koziczyński Jerzy - Banknoty polskie - Polish Paper Money,wydawnictwa polskie,I,500,500,6,159,zakończona,https://eauctions/211216/details/174070/wydawnictwa-polskie-Koziczynski-Jerzy---Banknoty-polskie---Polish-Paper-Money-Kolekcja-Lucow,https://wcn.pl/eauctions/211216/details/174070/wydawnictwa-polskie-Koziczynski-Jerzy---Banknoty-polskie---Polish-Paper-Money-Kolekcja-Lucow
12.01.2022 00:29:16,04-11-2021, karta przynależności,Polska,III,60,30,10,212,zakończona,https://eauctions/211104/details/171229/Polska-karta-przynaleznosci-1912,https://wcn.pl/eauctions/211104/details/171229/Polska-karta-przynaleznosci-1912
12.01.2022 00:29:16,07-10-2021, 5 akcji po 500 marek każda = 2.500 marek,Polska,II+,100,60,7,122,zakończona,https://eauctions/211007/details/169728/Polska-5-akcji-po-500-marek-kazda-2500-marek-1921,https://wcn.pl/eauctions/211007/details/169728/Polska-5-akcji-po-500-marek-kazda-2500-marek-1921
12.01.2022 00:29:16,11-11-2021, Katalog aukcyjny jubileuszowej 50. aukcji WCN: Borys Paszkiewicz – Podobna..,literatura numizmatyczna,I,65,100,2,73,zakończona,https://eauctions/211111/details/171748/literatura-numizmatyczna-Katalog-aukcyjny-jubileuszowej-50-aukcji-WCN-Borys-Paszkiewicz-Podobna,https://wcn.pl/eauctions/211111/details/171748/literatura-numizmatyczna-Katalog-aukcyjny-jubileuszowej-50-aukcji-WCN-Borys-Paszkiewicz-Podobna
12.01.2022 00:29:16,21-10-2021, 5 akcji na 500 złotych,Polska,II/III,44,20,6,123,zakończona,https://eauctions/211021/details/170322/Polska-5-akcji-na-500-zlotych,https://wcn.pl/eauctions/211021/details/170322/Polska-5-akcji-na-500-zlotych
12.01.2022 00:29:16,16-09-2021, Więcek Adam – Jan Filip Holzhaeusser (1741-1792) nadworny medalier króla S..,wydawnictwa polskie,I,30,50,1,63,zakończona,https://eauctions/210916/details/168571/wydawnictwa-polskie-Wiecek-Adam-Jan-Filip-Holzhaeusser-1741-1792-nadworny-medalier-krola-S,https://wcn.pl/eauctions/210916/details/168571/wydawnictwa-polskie-Wiecek-Adam-Jan-Filip-Holzhaeusser-1741-1792-nadworny-medalier-krola-S
12.01.2022 00:29:16,06-01-2022, Zastępcze znaki pieniężne w Wojsku Polskim 1925-1939 - katalog wystawy,wydawnictwa polskie,I-,150,60,6,205,zakończona,https://eauctions/220106/details/175519/wydawnictwa-polskie-Zastepcze-znaki-pieniezne-w-Wojsku-Polskim-1925-1939---katalog-wystawy-Lu,https://wcn.pl/eauctions/220106/details/175519/wydawnictwa-polskie-Zastepcze-znaki-pieniezne-w-Wojsku-Polskim-1925-1939---katalog-wystawy-Lu
12.01.2022 00:29:16,18-11-2021, 50 guldenów,Polska,III,2200,1000,13,344,zakończona,https://eauctions/211118/details/172167/Polska-50-guldenow-5021937,https://wcn.pl/eauctions/211118/details/172167/Polska-50-guldenow-5021937
12.01.2022 00:29:16,30-09-2021, trzy egzemplarze czasopisma Banknoteka,czasopisma,I/I-,22,15,4,102,zakończona,https://eauctions/210930/details/169310/czasopisma-trzy-egzemplarze-czasopisma-Banknoteka-grudzien-2013-wrzesien-2018-grudzien-2,https://wcn.pl/eauctions/210930/details/169310/czasopisma-trzy-egzemplarze-czasopisma-Banknoteka-grudzien-2013-wrzesien-2018-grudzien-2
12.01.2022 00:29:16,23-09-2021, 4% pożyczka na 1.000 guldenów lub 2.000 koron,Polska,III+,85,100,4,112,zakończona,https://eauctions/210923/details/168888/Polska-4-pozyczka-na-1000-guldenow-lub-2000-koron-15111894,https://wcn.pl/eauctions/210923/details/168888/Polska-4-pozyczka-na-1000-guldenow-lub-2000-koron-15111894
12.01.2022 00:29:16,09-09-2021, 1/2 marki polskiej,Polska,II/II+,140,100,5,173,zakończona,https://eauctions/210909/details/168047/Polska-12-marki-polskiej-9121916,https://wcn.pl/eauctions/210909/details/168047/Polska-12-marki-polskiej-9121916
12.01.2022 00:29:16,28-10-2021, American Auction Association,literatura numizmatyczna,III/IV,140,100,6,127,zakończona,https://eauctions/211028/details/170733/literatura-numizmatyczna-American-Auction-Association-Bowers-and-Ruddy-Galleries-Inc-The-Dr-Cu,https://wcn.pl/eauctions/211028/details/170733/literatura-numizmatyczna-American-Auction-Association-Bowers-and-Ruddy-Galleries-Inc-The-Dr-Cu
12.01.2022 00:29:16,30-12-2021, Miłczak Czesław – Catalogue of Polish banknotes 1916–1994,wydawnictwa polskie,I,105,40,4,86,zakończona,https://eauctions/211230/details/175037/wydawnictwa-polskie-Milczak-Czeslaw-Catalogue-of-Polish-banknotes-19161994-Warsaw-2000-IS,https://wcn.pl/eauctions/211230/details/175037/wydawnictwa-polskie-Milczak-Czeslaw-Catalogue-of-Polish-banknotes-19161994-Warsaw-2000-IS
12.01.2022 00:29:16,02-12-2021, koperta Pocztowej Kasy Oszczędnościowej Działu Ubezpieczeń na Życie,Polska,III,55,20,5,162,zakończona,https://eauctions/211202/details/173042/Polska-koperta-Pocztowej-Kasy-Oszczednosciowej-Dzialu-Ubezpieczen-na-Zycie,https://wcn.pl/eauctions/211202/details/173042/Polska-koperta-Pocztowej-Kasy-Oszczednosciowej-Dzialu-Ubezpieczen-na-Zycie
12.01.2022 00:29:16,14-10-2021, Schön Günther,wydawnictwa zagraniczne,I,55,40,3,109,zakończona,https://eauctions/211014/details/170051/wydawnictwa-zagraniczne-Schn-Gnther-Schn-Gerhard-Kleiner-deutscher-Mnzkatalog-von-1871-bis-,https://wcn.pl/eauctions/211014/details/170051/wydawnictwa-zagraniczne-Schn-Gnther-Schn-Gerhard-Kleiner-deutscher-Mnzkatalog-von-1871-bis-
12.01.2022 00:29:16,23-12-2021, Kopicki Edmund – Ilustrowany skorowidz pieniędzy polskich i z Polską związ..,wydawnictwa polskie,II,48,80,1,170,zakończona,https://eauctions/211223/details/174625/wydawnictwa-polskie-Kopicki-Edmund-Ilustrowany-skorowidz-pieniedzy-polskich-i-z-Polska-zwiaz,https://wcn.pl/eauctions/211223/details/174625/wydawnictwa-polskie-Kopicki-Edmund-Ilustrowany-skorowidz-pieniedzy-polskich-i-z-Polska-zwiaz
12.01.2022 00:29:16,09-12-2021, Kałkowski Tadeusz – Tysiąc Lat Monety Polskiej; II wydanie; Kraków 1974,wydawnictwa polskie,I-/II+,110,60,6,99,zakończona,https://eauctions/211209/details/173645/wydawnictwa-polskie-Kalkowski-Tadeusz-Tysiac-Lat-Monety-Polskiej-II-wydanie-Krakow-1974-b,https://wcn.pl/eauctions/211209/details/173645/wydawnictwa-polskie-Kalkowski-Tadeusz-Tysiac-Lat-Monety-Polskiej-II-wydanie-Krakow-1974-b
12.01.2022 00:29:16,25-11-2021, Kurpiewski Janusz – Katalog monet polskich 1506-1573 (Zygmunt I Stary,wydawnictwa polskie,I,44,40,5,108,zakończona,https://eauctions/211125/details/172650/wydawnictwa-polskie-Kurpiewski-Janusz-Katalog-monet-polskich-1506-1573-Zygmunt-I-Stary-Zyg,https://wcn.pl/eauctions/211125/details/172650/wydawnictwa-polskie-Kurpiewski-Janusz-Katalog-monet-polskich-1506-1573-Zygmunt-I-Stary-Zyg
12.01.2022 00:29:16,16-12-2021, Miłczak Czesław – Catalogue of Polish banknotes 1916–1994,wydawnictwa polskie,I,75,40,7,111,zakończona,https://eauctions/211216/details/174071/wydawnictwa-polskie-Milczak-Czeslaw-Catalogue-of-Polish-banknotes-19161994-Warsaw-2000-IS,https://wcn.pl/eauctions/211216/details/174071/wydawnictwa-polskie-Milczak-Czeslaw-Catalogue-of-Polish-banknotes-19161994-Warsaw-2000-IS
12.01.2022 00:29:16,04-11-2021, dokument ustawy o protestach wekslowych,Rosja,III/IV,22,20,3,108,zakończona,https://eauctions/211104/details/171230/Rosja-dokument-ustawy-o-protestach-wekslowych-1914,https://wcn.pl/eauctions/211104/details/171230/Rosja-dokument-ustawy-o-protestach-wekslowych-1914
12.01.2022 00:29:16,07-10-2021, 50 akcji po 1.000 marek polskich = 50.000 marek polskich,Polska,I/I-,40,60,3,99,zakończona,https://eauctions/211007/details/153996/Polska-50-akcji-po-1000-marek-polskich-50000-marek-polskich-20061923,https://wcn.pl/eauctions/211007/details/153996/Polska-50-akcji-po-1000-marek-polskich-50000-marek-polskich-20061923
12.01.2022 00:29:16,11-11-2021, Kurpiewski Janusz – Katalog monet polskich 1506-1573 (Zygmunt I Stary,wydawnictwa polskie,I/I-,65,50,4,154,zakończona,https://eauctions/211111/details/171749/wydawnictwa-polskie-Kurpiewski-Janusz-Katalog-monet-polskich-1506-1573-Zygmunt-I-Stary-Zyg,https://wcn.pl/eauctions/211111/details/171749/wydawnictwa-polskie-Kurpiewski-Janusz-Katalog-monet-polskich-1506-1573-Zygmunt-I-Stary-Zyg
12.01.2022 00:29:16,21-10-2021, 3,Polska powojenna (1944–1952),I-,360,80,8,183,zakończona,https://eauctions/211021/details/170323/Polska-powojenna-19441952-35-Bilet-Skarbowy-na-10000-zlotych-15111943,https://wcn.pl/eauctions/211021/details/170323/Polska-powojenna-19441952-35-Bilet-Skarbowy-na-10000-zlotych-15111943
12.01.2022 00:29:16,16-09-2021, Nestorowicz Zbigniew - Jan Paweł II w Medalierstwie Polskim,wydawnictwa polskie,I,0,120,0,74,zakończona,https://eauctions/210916/details/165277/wydawnictwa-polskie-Nestorowicz-Zbigniew---Jan-Pawel-II-w-Medalierstwie-Polskim-Warszawa-2012,https://wcn.pl/eauctions/210916/details/165277/wydawnictwa-polskie-Nestorowicz-Zbigniew---Jan-Pawel-II-w-Medalierstwie-Polskim-Warszawa-2012
12.01.2022 00:29:16,06-01-2022, zestaw 2 książek,wydawnictwa polskie,I,42,30,5,155,zakończona,https://eauctions/220106/details/175520/wydawnictwa-polskie-zestaw-2-ksiazek,https://wcn.pl/eauctions/220106/details/175520/wydawnictwa-polskie-zestaw-2-ksiazek
12.01.2022 00:29:16,18-11-2021, 5 marek polskich,Polska,IV,390,100,11,240,zakończona,https://eauctions/211118/details/172168/Polska-5-marek-polskich-9121916,https://wcn.pl/eauctions/211118/details/172168/Polska-5-marek-polskich-9121916
12.01.2022 00:29:16,30-09-2021, Więcek Adam – Jan Filip Holzhaeusser (1741-1792) nadworny medalier króla S..,wydawnictwa polskie,I,0,30,0,74,zakończona,https://eauctions/210930/details/169311/wydawnictwa-polskie-Wiecek-Adam-Jan-Filip-Holzhaeusser-1741-1792-nadworny-medalier-krola-S,https://wcn.pl/eauctions/210930/details/169311/wydawnictwa-polskie-Wiecek-Adam-Jan-Filip-Holzhaeusser-1741-1792-nadworny-medalier-krola-S
12.01.2022 00:29:16,23-09-2021, 5% pożyczka na 50.000 marek,Polska,I-,80,50,6,118,zakończona,https://eauctions/210923/details/168889/Polska-5-pozyczka-na-50000-marek-1923,https://wcn.pl/eauctions/210923/details/168889/Polska-5-pozyczka-na-50000-marek-1923
12.01.2022 00:29:16,09-09-2021, zestaw: 2 korony oraz 5 koron,Polska,I-/II,410,200,5,272,zakończona,https://eauctions/210909/details/168048/Polska-zestaw-2-korony-oraz-5-koron-19161918,https://wcn.pl/eauctions/210909/details/168048/Polska-zestaw-2-korony-oraz-5-koron-19161918
12.01.2022 00:29:16,28-10-2021, Galerie des Monnaies,literatura numizmatyczna,II,180,250,3,89,zakończona,https://eauctions/211028/details/170734/literatura-numizmatyczna-Galerie-des-Monnaies-1980-Auction-Sale-Coins-of-the-World-The-Sawicki-C,https://wcn.pl/eauctions/211028/details/170734/literatura-numizmatyczna-Galerie-des-Monnaies-1980-Auction-Sale-Coins-of-the-World-The-Sawicki-C
12.01.2022 00:29:16,30-12-2021, Sarosiek Jacek – Banknoty Getta Łódzkiego 1940-1944,wydawnictwa polskie,I,640,150,12,290,zakończona,https://eauctions/211230/details/175038/wydawnictwa-polskie-Sarosiek-Jacek-Banknoty-Getta-Lodzkiego-1940-1944-Bialystok-2012-ISBN-,https://wcn.pl/eauctions/211230/details/175038/wydawnictwa-polskie-Sarosiek-Jacek-Banknoty-Getta-Lodzkiego-1940-1944-Bialystok-2012-ISBN-
